,Location,Total Land Area (acres),Number of Cows,Farm Size,Quantity (liters/kg),Price per Unit,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
267,Uttar Pradesh,772.48,70,Large,300.72,11.32,26,15.57,404.82,Online,274,63.07,36.53
268,Rajasthan,187.79,68,Large,694.53,58.57,310,57.7,17887.0,Wholesale,384,10.69,163.04
269,Madhya Pradesh,74.84,67,Large,615.92,88.87,539,89.44,48208.16,Online,76,41.25,165.98
270,West Bengal,962.11,25,Medium,722.84,96.16,211,92.15,19443.65,Retail,511,25.24,121.07
271,Uttar Pradesh,372.39,35,Large,838.32,10.89,163,13.1,2135.3,Wholesale,675,14.99,30.8
272,Chandigarh,569.9,68,Medium,952.37,42.22,849,45.82,38901.18,Wholesale,103,16.17,88.23
273,Bihar,539.93,65,Medium,516.61,86.24,277,88.22,24436.94,Online,239,50.18,90.99
274,Chandigarh,394.52,39,Large,475.2,18.28,22,23.06,507.32,Wholesale,453,63.4,164.53
275,Delhi,715.97,28,Large,822.04,39.35,258,38.59,9956.22,Online,564,69.75,186.54
276,Karnataka,194.89,63,Large,563.42,16.08,146,15.02,2192.92,Retail,417,56.22,176.79
277,Chandigarh,895.51,62,Medium,656.11,60.51,578,59.43,34350.54,Retail,78,33.01,123.93
278,Jharkhand,296.4,32,Small,560.31,22.6,545,22.12,12055.4,Wholesale,15,15.2,111.04
279,Haryana,877.97,67,Medium,67.1,65.38,18,64.04,1152.72,Wholesale,49,15.05,167.46
280,Karnataka,884.78,36,Small,87.55,38.7,77,34.09,2624.93,Online,10,72.66,91.53
281,Uttar Pradesh,449.85,41,Large,820.49,77.2,299,75.52,22580.48,Online,521,98.41,114.58
282,Telangana,686.95,59,Large,916.96,81.66,552,85.86,47394.72,Wholesale,364,66.31,114.92
283,Karnataka,436.97,55,Large,189.68,37.06,108,32.62,3522.96,Online,81,76.86,45.97
284,Delhi,913.39,56,Medium,657.18,30.69,412,32.2,13266.4,Retail,245,55.88,54.12
285,Karnataka,839.31,39,Large,62.08,87.72,6,89.33,535.98,Retail,56,65.82,107.92
286,Chandigarh,453.28,77,Medium,919.93,46.33,209,51.25,10711.25,Online,710,45.8,147.21
287,Madhya Pradesh,550.92,83,Large,739.51,23.64,327,24.3,7946.1,Wholesale,412,40.66,199.71
288,Karnataka,507.23,46,Large,668.48,55.16,359,50.52,18136.68,Retail,309,13.47,116.52
289,Tamil Nadu,767.91,16,Large,503.15,37.16,485,33.24,16121.4,Retail,18,66.94,128.5
290,Haryana,15.99,27,Small,266.12,17.92,225,18.7,4207.5,Retail,41,56.43,34.68
291,Jharkhand,889.62,86,Large,12.85,40.98,7,43.31,303.17,Online,5,32.89,163.33
292,Madhya Pradesh,568.17,83,Medium,170.78,30.55,89,28.1,2500.9,Online,81,69.36,71.17
293,Uttar Pradesh,171.12,13,Medium,229.37,58.8,150,60.94,9141.0,Retail,79,56.67,191.43
294,Chandigarh,244.86,18,Small,872.22,58.57,278,62.19,17288.82,Online,594,28.28,95.11
295,Maharashtra,752.03,43,Medium,233.35,24.66,202,26.64,5381.28,Wholesale,31,88.78,113.41
296,Rajasthan,427.22,21,Medium,802.06,12.7,687,13.76,9453.12,Retail,115,40.82,68.19
297,Tamil Nadu,900.0,22,Large,591.36,95.16,316,99.2,31347.2,Wholesale,275,11.25,45.47
298,Kerala,630.56,48,Medium,782.62,33.75,326,29.93,9757.18,Wholesale,456,39.16,61.82
299,Delhi,709.56,61,Medium,170.75,94.88,59,96.9,5717.1,Wholesale,111,51.24,95.73
300,Bihar,876.46,21,Medium,196.55,78.27,157,74.43,11685.51,Wholesale,39,17.79,67.16
301,Gujarat,612.82,80,Medium,151.17,93.21,112,96.44,10801.28,Retail,39,12.52,164.22
302,Delhi,575.84,59,Medium,17.98,93.13,7,92.39,646.73,Retail,10,68.91,192.04
303,Chandigarh,447.39,52,Medium,571.41,27.67,267,28.44,7593.48,Online,304,33.59,174.05
304,Bihar,729.31,60,Small,531.48,43.59,342,42.04,14377.68,Wholesale,189,40.27,161.47
305,Uttar Pradesh,345.13,41,Large,261.64,77.83,187,78.58,14694.46,Online,74,85.28,104.99
306,Haryana,340.97,42,Small,706.92,86.99,122,88.32,10775.04,Online,584,46.77,78.53
307,Delhi,521.99,17,Medium,417.44,23.8,203,25.54,5184.62,Retail,214,94.2,147.37
308,Delhi,82.96,87,Large,326.74,88.75,138,86.24,11901.12,Wholesale,188,71.04,164.07
309,Karnataka,804.02,80,Small,509.23,61.89,373,66.35,24748.55,Online,136,19.99,74.29
310,Delhi,106.87,20,Medium,829.99,19.37,48,21.21,1018.08,Online,781,90.1,55.64
311,Jharkhand,955.76,51,Medium,349.63,29.51,198,28.49,5641.02,Online,151,30.3,124.96
312,Telangana,88.18,74,Medium,226.32,40.04,84,38.89,3266.76,Online,142,54.05,154.66
313,Bihar,720.03,72,Medium,656.49,18.29,459,19.72,9051.48,Retail,197,24.85,163.47
314,Karnataka,110.1,47,Large,537.89,91.92,182,94.75,17244.5,Online,355,66.36,30.4
315,Telangana,539.06,93,Large,983.89,45.8,495,48.75,24131.25,Wholesale,488,26.95,195.32
316,Tamil Nadu,74.81,78,Small,893.65,59.28,631,56.44,35613.64,Retail,262,78.67,55.75
317,Chandigarh,238.86,97,Large,838.5,33.46,332,38.23,12692.36,Retail,506,21.65,119.9
318,Karnataka,985.65,89,Small,210.68,16.06,24,14.43,346.32,Wholesale,186,41.46,139.08
319,Rajasthan,901.86,18,Medium,403.35,19.94,183,21.83,3994.89,Online,220,68.73,102.13
320,Delhi,872.61,26,Large,395.71,69.12,193,65.84,12707.12,Online,202,93.51,182.08
321,West Bengal,650.8,67,Small,53.6,23.56,30,25.16,754.8,Wholesale,23,15.16,158.72
322,Haryana,99.35,37,Medium,925.96,65.4,397,61.18,24288.46,Wholesale,528,23.48,141.63
323,Uttar Pradesh,692.36,80,Medium,326.65,43.21,20,45.65,913.0,Online,306,77.12,98.19
324,Chandigarh,10.32,24,Medium,721.45,33.02,651,37.04,24113.04,Online,70,23.03,20.45
325,Bihar,281.76,70,Small,248.69,87.32,36,87.8,3160.8,Retail,212,77.22,175.94
326,Uttar Pradesh,108.77,33,Large,663.41,68.75,114,72.55,8270.7,Online,549,66.49,160.74
327,Tamil Nadu,207.78,63,Small,395.78,41.2,82,44.9,3681.8,Retail,313,69.83,61.26
328,Karnataka,231.26,96,Large,60.99,83.96,20,81.7,1634.0,Wholesale,40,18.29,83.66
329,Gujarat,337.12,11,Large,77.12,46.97,26,49.18,1278.68,Wholesale,51,68.81,54.23
330,Gujarat,707.52,24,Medium,186.77,59.73,185,57.12,10567.2,Wholesale,1,25.51,62.61
331,West Bengal,424.41,84,Medium,84.83,38.38,40,35.5,1420.0,Retail,44,81.18,135.9
332,Karnataka,336.36,100,Large,726.93,88.62,284,90.86,25804.24,Wholesale,442,19.79,116.7
333,Rajasthan,158.15,78,Medium,658.95,39.95,331,35.7,11816.7,Online,327,92.74,91.5
334,Rajasthan,356.71,84,Small,243.79,35.04,13,37.59,488.67,Online,230,75.15,118.12
335,Chandigarh,515.04,87,Large,875.97,49.79,713,47.52,33881.76,Retail,162,53.72,126.61
336,Madhya Pradesh,911.37,49,Small,546.72,13.18,141,15.51,2186.91,Retail,405,51.21,174.63
337,Haryana,876.86,18,Small,188.05,23.02,57,21.18,1207.26,Wholesale,131,46.7,173.41
338,Madhya Pradesh,204.74,65,Medium,114.24,66.96,3,63.9,191.7,Retail,111,34.93,84.32
339,Kerala,734.14,51,Medium,954.95,33.81,409,33.31,13623.79,Wholesale,545,66.93,40.36
340,Chandigarh,189.49,63,Large,544.0,69.49,426,67.93,28938.18,Wholesale,118,31.94,173.21
341,West Bengal,550.97,77,Small,798.14,87.37,604,83.96,50711.84,Wholesale,194,23.34,64.25
342,Tamil Nadu,223.67,83,Small,366.6,97.62,196,97.48,19106.08,Online,170,39.89,84.37
343,West Bengal,222.99,91,Small,415.89,89.3,246,86.1,21180.6,Online,169,91.1,104.54
344,Chandigarh,83.74,42,Medium,504.71,11.39,178,10.99,1956.22,Wholesale,326,45.68,153.39
345,Chandigarh,856.56,60,Large,685.59,61.66,121,57.6,6969.6,Retail,564,34.07,143.13
346,Chandigarh,953.65,17,Small,851.39,53.25,650,57.2,37180.0,Wholesale,201,15.53,178.11
347,Haryana,988.31,64,Large,966.23,16.23,934,14.84,13860.56,Online,32,17.16,179.41
348,Chandigarh,489.3,20,Medium,841.76,71.15,497,73.12,36340.64,Retail,344,56.46,21.74
349,Madhya Pradesh,900.7,86,Small,273.71,80.52,269,76.62,20610.78,Wholesale,4,21.83,39.33
350,Maharashtra,141.84,95,Medium,776.89,79.7,346,78.51,27164.46,Retail,430,95.84,110.44
351,West Bengal,984.53,24,Small,730.59,90.32,220,89.5,19690.0,Retail,510,45.39,23.12
352,Delhi,535.28,25,Small,41.58,60.85,36,57.9,2084.4,Online,5,89.53,85.04
353,Gujarat,756.9,26,Large,593.57,46.25,54,50.4,2721.6,Online,539,53.4,160.3
354,Bihar,167.17,73,Medium,12.34,22.44,4,25.46,101.84,Retail,8,74.48,36.14
355,Telangana,802.73,22,Large,642.22,54.71,73,57.23,4177.79,Retail,569,20.8,37.93
356,Chandigarh,29.55,18,Small,831.2,79.32,397,81.93,32526.21,Retail,434,17.69,110.72
357,West Bengal,593.94,34,Medium,865.02,47.56,277,46.63,12916.51,Online,588,25.15,122.39
358,Uttar Pradesh,879.56,56,Small,442.26,60.71,172,56.15,9657.8,Wholesale,270,77.08,73.4
359,West Bengal,990.93,39,Large,362.45,80.31,313,80.06,25058.78,Wholesale,49,10.42,101.82
360,Rajasthan,483.78,43,Small,797.2,13.62,465,16.92,7867.8,Wholesale,332,54.86,154.13
361,Jharkhand,878.72,55,Large,336.73,38.9,212,41.34,8764.08,Online,124,52.55,120.82
362,Haryana,804.18,15,Large,824.6,38.51,649,41.11,26680.39,Online,175,53.79,136.55
363,Chandigarh,747.09,91,Medium,371.52,68.59,273,71.04,19393.92,Online,98,11.66,72.5
364,Chandigarh,876.8,55,Large,723.16,53.05,128,52.99,6782.72,Online,595,34.96,161.93
365,Telangana,116.93,94,Large,29.23,57.65,25,53.54,1338.5,Retail,4,65.93,161.61
366,West Bengal,511.69,37,Medium,52.54,22.47,37,24.91,921.67,Online,15,62.63,74.55
367,Chandigarh,53.82,71,Small,413.52,58.21,145,60.91,8831.95,Online,268,15.48,112.55
368,Tamil Nadu,732.3,61,Small,649.16,93.28,246,93.43,22983.78,Wholesale,403,56.26,48.44
369,Madhya Pradesh,689.82,16,Large,171.23,12.66,34,11.19,380.46,Online,137,12.51,29.81
370,Tamil Nadu,845.88,40,Large,934.87,84.61,790,82.25,64977.5,Wholesale,144,44.9,182.21
371,Chandigarh,154.09,40,Small,927.51,12.2,423,12.02,5084.46,Wholesale,504,56.29,77.75
372,Delhi,82.83,81,Small,718.35,62.86,23,63.47,1459.81,Wholesale,695,50.25,30.99
373,Maharashtra,482.4,97,Small,402.07,36.97,354,37.66,13331.64,Retail,48,50.35,53.97
374,Madhya Pradesh,774.5,29,Medium,572.47,31.03,451,32.35,14589.85,Retail,121,66.28,146.25
375,Chandigarh,982.86,11,Large,381.81,38.22,81,41.99,3401.19,Wholesale,300,43.59,83.65
376,Uttar Pradesh,121.92,92,Medium,866.5,83.54,735,86.67,63702.45,Retail,131,53.07,136.0
377,Madhya Pradesh,789.75,56,Large,974.38,45.04,232,45.48,10551.36,Retail,742,34.34,27.13
378,Delhi,460.37,34,Medium,16.39,89.16,12,90.59,1087.08,Wholesale,4,18.85,105.46
379,Gujarat,257.48,46,Large,302.38,35.99,105,33.9,3559.5,Retail,197,57.75,147.6
380,Bihar,916.16,15,Small,468.17,82.65,239,84.51,20197.89,Retail,229,73.21,155.82
381,Haryana,181.15,91,Large,89.39,56.76,2,54.78,109.56,Wholesale,87,11.95,178.18
382,Haryana,800.02,48,Medium,577.87,57.71,209,58.78,12285.02,Wholesale,368,51.68,109.55
383,Kerala,606.35,14,Small,319.33,14.75,48,15.52,744.96,Online,271,17.97,113.1
384,Tamil Nadu,882.59,31,Medium,368.03,78.46,151,82.57,12468.07,Retail,217,68.51,66.18
385,Uttar Pradesh,817.66,19,Large,197.87,59.22,185,61.01,11286.85,Retail,12,65.21,130.63
386,Telangana,259.04,10,Small,152.89,83.32,105,84.53,8875.65,Retail,47,33.69,166.41
387,Bihar,138.06,77,Medium,476.93,71.61,314,75.85,23816.9,Wholesale,162,13.13,54.0
388,Chandigarh,986.54,64,Medium,225.09,43.3,77,42.56,3277.12,Wholesale,148,89.68,190.9
389,Tamil Nadu,75.57,56,Small,322.99,67.71,82,63.02,5167.64,Wholesale,240,99.88,167.71
390,Jharkhand,994.75,81,Large,780.56,65.04,158,61.49,9715.42,Retail,622,35.54,164.83
391,West Bengal,380.14,43,Medium,426.31,97.92,336,97.16,32645.76,Retail,90,88.24,89.12
392,Bihar,956.17,11,Medium,321.71,58.91,252,61.99,15621.48,Online,69,51.68,148.23
393,Maharashtra,115.15,10,Small,363.7,76.74,322,77.4,24922.8,Retail,41,58.4,145.72
394,Bihar,503.92,75,Large,715.0,44.92,450,47.56,21402.0,Wholesale,265,81.44,182.69
395,Madhya Pradesh,961.98,38,Large,187.05,53.21,11,50.99,560.89,Retail,176,63.12,92.03
396,Kerala,983.74,92,Large,177.63,17.54,41,20.74,850.34,Retail,136,95.68,154.84
397,Delhi,463.06,84,Small,676.76,27.5,411,28.73,11808.03,Wholesale,265,97.54,160.09
398,Delhi,96.27,26,Small,14.21,56.54,3,55.24,165.72,Retail,11,22.33,40.04
399,Chandigarh,570.18,55,Large,338.48,52.66,335,50.8,17018.0,Retail,3,23.24,47.46
400,Uttar Pradesh,738.88,17,Large,257.64,71.21,226,66.65,15062.9,Wholesale,31,59.49,81.78
401,Rajasthan,267.15,30,Medium,97.17,57.74,48,54.45,2613.6,Retail,49,78.12,131.05
402,West Bengal,143.57,33,Large,951.95,53.98,27,54.62,1474.74,Wholesale,924,47.07,35.01
403,Delhi,697.57,62,Small,384.7,41.3,349,40.46,14120.54,Online,35,81.54,157.81
404,Bihar,172.73,32,Large,783.83,31.05,510,26.06,13290.6,Online,273,91.82,50.5
405,Chandigarh,697.25,14,Large,524.24,87.13,64,90.5,5792.0,Wholesale,460,88.32,106.15
406,Gujarat,362.94,38,Large,877.17,45.47,483,42.69,20619.27,Retail,394,40.36,115.37
407,Delhi,118.27,47,Medium,945.93,23.77,889,28.56,25389.84,Retail,56,56.42,147.15
408,Haryana,118.47,10,Medium,19.04,26.09,13,30.2,392.6,Wholesale,6,39.35,179.68
409,Madhya Pradesh,54.0,34,Small,905.39,13.67,478,8.91,4258.98,Retail,427,82.81,112.76
410,Delhi,534.92,45,Small,987.05,16.92,581,15.59,9057.79,Retail,406,29.93,95.22
411,Gujarat,218.01,74,Medium,91.83,36.14,73,35.97,2625.81,Online,18,51.58,152.24
412,Madhya Pradesh,206.09,31,Large,130.08,73.73,8,69.8,558.4,Wholesale,122,41.31,126.22
413,Gujarat,185.75,61,Medium,675.56,61.69,591,59.53,35182.23,Online,84,28.31,180.09
414,Maharashtra,594.53,59,Medium,760.74,99.51,337,98.5,33194.5,Online,423,37.02,117.66
415,Chandigarh,656.23,24,Small,28.8,88.97,28,84.86,2376.08,Wholesale,0,80.99,96.25
416,Tamil Nadu,321.95,67,Small,31.56,40.89,22,37.22,818.84,Online,9,25.47,24.79
417,Bihar,629.1,41,Medium,829.32,38.34,492,35.19,17313.48,Retail,337,23.88,117.16
418,Gujarat,205.48,30,Medium,5.23,97.46,3,101.51,304.53,Wholesale,2,69.99,27.52
419,Gujarat,282.77,93,Small,426.31,42.23,227,45.56,10342.12,Online,199,42.18,64.97
420,Tamil Nadu,117.15,68,Small,32.92,85.22,25,80.25,2006.25,Online,7,55.73,44.46
421,West Bengal,904.17,94,Large,601.01,52.38,558,53.02,29585.16,Wholesale,43,31.35,88.83
422,Chandigarh,694.97,87,Large,531.78,66.73,2,71.13,142.26,Wholesale,529,91.35,112.57
423,Delhi,416.51,42,Medium,898.49,91.95,190,89.37,16980.3,Retail,708,39.55,94.02
424,Bihar,998.12,10,Large,948.93,36.86,37,35.31,1306.47,Retail,911,93.76,103.21
425,Maharashtra,41.32,50,Small,421.53,64.66,350,67.58,23653.0,Wholesale,71,60.32,104.06
426,Jharkhand,658.45,26,Medium,956.23,13.27,455,15.09,6865.95,Wholesale,501,16.8,31.72
427,Bihar,633.95,62,Large,904.64,43.29,275,39.7,10917.5,Retail,629,54.1,114.91
428,Uttar Pradesh,144.36,10,Medium,233.1,91.98,106,87.44,9268.64,Online,127,89.1,119.95
429,Uttar Pradesh,387.83,19,Small,595.15,57.48,311,55.32,17204.52,Wholesale,284,92.48,156.75
430,Kerala,859.22,51,Small,662.72,83.43,19,82.93,1575.67,Wholesale,643,48.24,101.84
431,Karnataka,279.81,78,Medium,826.08,11.24,38,10.11,384.18,Wholesale,788,78.04,134.98
432,Delhi,806.56,29,Small,447.21,37.33,170,33.9,5763.0,Wholesale,277,45.11,54.21
433,Telangana,617.09,44,Large,960.61,84.72,751,84.92,63774.92,Retail,209,56.14,135.33
434,Maharashtra,607.97,69,Large,335.34,82.94,174,86.53,15056.22,Wholesale,161,70.83,30.51
435,Uttar Pradesh,848.33,97,Large,65.92,63.93,37,64.29,2378.73,Wholesale,28,21.6,23.26
436,Haryana,790.88,53,Small,458.33,64.96,78,66.82,5211.96,Online,380,77.21,125.94
437,Delhi,562.95,92,Medium,344.6,76.39,230,78.45,18043.5,Online,114,79.45,81.95
438,West Bengal,723.47,30,Large,195.03,48.4,82,43.67,3580.94,Retail,113,27.68,111.42
439,Tamil Nadu,379.1,73,Large,649.84,89.39,314,85.38,26809.32,Wholesale,335,94.99,174.0
440,Maharashtra,796.61,90,Large,294.03,83.74,285,80.64,22982.4,Retail,9,85.86,121.93
441,Madhya Pradesh,843.3,82,Small,977.18,68.04,615,65.42,40233.3,Wholesale,362,88.13,115.61
442,Karnataka,333.8,14,Large,271.52,12.92,105,14.83,1557.15,Online,166,24.65,199.43
443,Chandigarh,785.64,58,Medium,241.09,44.67,83,44.46,3690.18,Online,158,41.27,93.18
444,Jharkhand,609.65,38,Medium,754.26,60.92,568,62.72,35624.96,Retail,186,44.37,196.12
445,Delhi,749.35,49,Large,801.1,50.72,48,50.68,2432.64,Online,753,80.28,42.85
446,West Bengal,491.93,53,Medium,673.76,58.59,199,54.37,10819.63,Wholesale,474,17.07,83.06
447,Chandigarh,235.2,55,Medium,677.43,23.34,206,24.27,4999.62,Wholesale,471,69.18,123.46
448,Madhya Pradesh,775.36,44,Small,448.79,96.1,9,92.26,830.34,Retail,439,52.11,85.29
449,Delhi,767.8,68,Medium,308.06,91.61,218,87.67,19112.06,Wholesale,90,25.21,124.94
450,Uttar Pradesh,166.41,20,Small,500.63,93.47,95,93.64,8895.8,Online,405,99.22,116.81
451,Chandigarh,121.19,36,Small,752.61,18.45,405,13.82,5597.1,Online,347,59.94,137.36
452,Madhya Pradesh,703.87,14,Small,99.15,50.52,73,55.41,4044.93,Retail,26,89.08,30.5
453,Chandigarh,943.06,11,Medium,35.43,11.58,9,15.61,140.49,Wholesale,26,14.1,31.64
454,Chandigarh,147.87,19,Small,619.82,64.19,110,62.44,6868.4,Wholesale,509,65.07,111.83
455,Haryana,825.74,92,Medium,539.08,14.85,387,12.54,4852.98,Wholesale,152,23.89,196.69
456,Jharkhand,765.09,87,Small,924.9,32.11,336,34.55,11608.8,Online,588,99.67,184.23
457,Madhya Pradesh,503.22,80,Small,164.22,45.14,43,42.13,1811.59,Online,121,50.13,143.37
458,Madhya Pradesh,609.62,37,Medium,15.02,61.91,6,64.22,385.32,Wholesale,9,67.32,46.3
459,Bihar,801.01,71,Medium,944.42,52.48,789,54.92,43331.88,Retail,155,19.37,117.82
460,Haryana,896.99,88,Medium,280.99,67.26,227,71.58,16248.66,Wholesale,53,80.92,160.68
461,Rajasthan,326.08,50,Small,73.54,77.53,8,81.05,648.4,Retail,65,40.89,152.48
462,Maharashtra,79.46,90,Small,108.18,74.64,77,73.51,5660.27,Online,31,75.49,199.03
463,Telangana,41.25,44,Medium,318.52,61.2,9,57.78,520.02,Wholesale,309,32.78,99.55
464,Delhi,975.0,59,Medium,339.45,50.13,146,51.33,7494.18,Wholesale,193,72.68,116.24
465,Uttar Pradesh,584.92,36,Large,498.17,76.98,317,76.62,24288.54,Retail,181,76.39,106.39
466,Delhi,784.26,17,Large,976.79,11.22,217,15.87,3443.79,Online,759,25.07,192.19
467,Delhi,309.47,70,Medium,531.05,74.75,373,70.64,26348.72,Retail,158,87.02,176.88
468,Telangana,496.25,35,Large,136.06,21.14,121,17.35,2099.35,Online,15,86.5,32.29
469,Bihar,922.63,76,Large,485.65,66.47,32,70.77,2264.64,Wholesale,453,89.79,144.41
470,Karnataka,569.79,32,Small,944.28,94.59,71,95.42,6774.82,Wholesale,873,45.52,102.55
471,Chandigarh,752.19,71,Small,783.28,21.14,535,23.06,12337.1,Retail,248,79.8,152.71
472,Kerala,157.16,62,Small,256.79,10.15,235,14.07,3306.45,Retail,21,71.0,180.43
473,Delhi,591.21,37,Medium,972.13,24.43,118,27.89,3291.02,Wholesale,854,94.73,157.18
474,Gujarat,615.81,33,Large,930.13,60.41,332,63.83,21191.56,Retail,598,67.8,32.51
475,Tamil Nadu,128.66,88,Large,933.8,73.16,380,75.85,28823.0,Retail,553,95.54,170.56
476,Rajasthan,760.36,32,Large,62.08,31.13,53,33.37,1768.61,Wholesale,9,59.41,108.65
477,Maharashtra,970.31,29,Large,533.42,67.93,377,65.49,24689.73,Retail,156,70.71,34.04
478,West Bengal,783.79,39,Large,647.09,18.32,298,19.01,5664.98,Online,349,71.78,175.27
479,Uttar Pradesh,377.85,18,Medium,783.25,61.5,565,61.62,34815.3,Online,218,71.5,117.16
480,Uttar Pradesh,131.39,12,Small,368.72,97.66,286,100.24,28668.64,Online,82,21.04,193.71
481,Kerala,703.26,30,Large,241.87,97.57,80,99.43,7954.4,Online,161,87.73,94.67
482,West Bengal,513.89,93,Medium,571.13,17.68,166,13.81,2292.46,Wholesale,405,19.27,122.99
483,Tamil Nadu,873.47,28,Large,735.21,15.62,603,16.74,10094.22,Online,132,90.65,137.67
484,Uttar Pradesh,147.99,11,Small,230.75,87.06,43,87.21,3750.03,Wholesale,187,79.16,98.86
485,Chandigarh,468.57,38,Small,828.08,41.62,401,41.85,16781.85,Wholesale,427,56.25,173.04
486,Rajasthan,126.69,30,Medium,610.4,70.57,201,67.59,13585.59,Wholesale,409,91.91,56.25
487,Delhi,108.57,55,Large,42.46,23.3,15,21.05,315.75,Wholesale,27,31.76,23.44
488,Bihar,916.67,85,Large,93.56,14.94,90,13.85,1246.5,Retail,3,46.84,117.48
489,Haryana,192.5,78,Small,263.97,13.74,242,12.88,3116.96,Online,21,95.92,147.43
490,Uttar Pradesh,308.86,67,Large,608.07,44.46,572,48.13,27530.36,Online,36,71.18,86.51
491,Uttar Pradesh,637.31,21,Medium,432.96,27.86,50,26.7,1335.0,Online,382,98.14,119.16
492,Delhi,483.82,80,Large,625.21,75.8,244,71.81,17521.64,Wholesale,381,18.34,97.24
493,Bihar,561.01,87,Small,97.51,61.85,18,61.17,1101.06,Wholesale,79,68.32,159.43
494,Telangana,102.27,81,Large,438.55,89.9,318,88.06,28003.08,Online,120,81.21,175.51
495,Chandigarh,82.93,29,Small,225.76,26.66,141,25.8,3637.8,Wholesale,84,97.23,73.67
496,Chandigarh,239.39,41,Small,497.09,42.63,240,45.58,10939.2,Online,257,78.29,198.11
497,Karnataka,354.76,52,Large,371.74,26.06,127,25.02,3177.54,Wholesale,244,86.37,178.08
498,Uttar Pradesh,882.87,77,Large,384.33,75.68,71,73.66,5229.86,Wholesale,313,40.14,44.37
499,Jharkhand,631.52,22,Medium,325.32,13.03,42,17.49,734.58,Online,283,39.04,144.76
500,Telangana,333.58,58,Small,681.13,11.13,308,12.41,3822.28,Wholesale,373,84.55,53.79
501,Haryana,865.32,94,Large,759.06,90.52,483,94.06,45430.98,Retail,276,44.58,180.18
502,Telangana,173.74,17,Small,346.82,29.09,247,28.73,7096.31,Online,99,19.57,130.85
503,Kerala,515.09,37,Large,553.37,18.76,467,14.29,6673.43,Wholesale,86,63.05,20.34
504,Kerala,309.39,79,Medium,948.75,75.88,893,71.36,63724.48,Wholesale,55,59.19,34.85
505,Maharashtra,74.82,53,Large,738.95,19.84,721,23.88,17217.48,Wholesale,17,43.07,165.85
506,Chandigarh,675.9,56,Medium,244.06,80.82,186,80.73,15015.78,Retail,58,38.47,106.8
507,Madhya Pradesh,28.46,14,Large,638.73,54.4,268,58.52,15683.36,Online,370,70.29,58.97
508,Maharashtra,786.27,26,Small,913.43,29.54,248,33.7,8357.6,Retail,665,15.7,57.94
509,Delhi,823.13,38,Large,205.81,58.69,110,63.65,7001.5,Online,95,12.76,177.06
510,Telangana,904.79,80,Small,660.88,14.83,14,19.76,276.64,Retail,646,30.31,37.43
511,Haryana,41.97,66,Small,65.49,92.99,10,95.21,952.1,Online,55,17.11,57.06
512,Telangana,552.51,73,Small,53.37,83.49,18,79.34,1428.12,Retail,35,19.52,195.79
513,Haryana,184.63,44,Large,882.26,66.22,784,68.28,53531.52,Retail,98,58.62,112.07
514,Jharkhand,50.61,72,Large,931.27,55.76,117,57.23,6695.91,Retail,814,91.86,110.63
515,Delhi,414.93,53,Small,959.02,56.17,189,53.41,10094.49,Retail,770,77.58,97.89
516,Karnataka,272.48,89,Large,271.03,78.62,31,78.95,2447.45,Online,240,91.38,90.6
517,Delhi,947.7,89,Large,526.15,35.05,364,32.42,11800.88,Retail,162,13.53,73.01
518,West Bengal,508.22,79,Large,618.64,29.75,608,27.7,16841.6,Wholesale,10,50.07,176.04
519,Chandigarh,879.83,13,Medium,327.09,63.35,221,61.38,13564.98,Online,106,14.82,149.05
520,Bihar,449.82,88,Large,470.14,15.58,201,16.3,3276.3,Wholesale,269,11.87,74.41
521,Telangana,539.77,98,Medium,784.21,47.35,675,47.37,31974.75,Retail,109,91.81,84.47
522,Jharkhand,763.97,12,Large,200.3,22.32,192,18.18,3490.56,Online,8,39.02,150.42
523,Bihar,220.14,39,Medium,404.84,71.39,167,68.03,11361.01,Online,237,45.77,185.38
524,West Bengal,466.47,18,Medium,147.65,82.63,104,83.63,8697.52,Retail,43,32.74,195.97
525,Kerala,807.2,42,Medium,459.23,21.89,346,23.3,8061.8,Wholesale,113,35.71,199.92
526,Delhi,800.72,83,Small,490.56,87.97,482,84.7,40825.4,Wholesale,8,25.64,56.02
527,Kerala,921.26,37,Small,948.65,96.43,217,92.55,20083.35,Retail,731,45.17,124.45
528,Madhya Pradesh,965.81,55,Small,449.4,24.83,261,28.58,7459.38,Wholesale,188,55.56,30.41
529,Kerala,675.16,80,Medium,677.2,25.03,73,27.16,1982.68,Wholesale,604,29.41,35.58
530,Telangana,385.57,65,Small,300.72,35.21,268,39.13,10486.84,Online,32,17.37,115.85
531,Telangana,657.66,18,Medium,631.9,52.86,587,55.72,32707.64,Online,44,77.29,185.57
